,i,year,month,acyear,title,category,inst,instclass,url,country
1986,1986,2017,6,2017,"1 Postdoc and 2 PhD positions at KU Leuven, Belgium - Observational and theoretical stellar astrophysics:  The winds of hot and cool massive stars",Post-doctoral Positions and Fellowships,"Institute of Astronomy, University of Leuven, Belgium",Large Academic,/ad/6d5c69e2,Belgium
1987,1987,2019,1,2018,Head of Engineering,Faculty Positions (tenure and tenure-track),University of Manchester,Large Academic,/ad/38e8aa58,United Kingdom of Great Britain and Northern Ireland
1988,1988,2017,3,2016,Post-doctoral position in the field of exoplanets,Post-doctoral Positions and Fellowships,"Institute of Astronomy, Leuven University",Large Academic,/ad/847eee1c,Belgium
1989,1989,2019,1,2018,Post-doctoral Positions and Fellowships,Post-doctoral Positions and Fellowships,Xiamen University,Large Academic,/ad/6c8051eb,China
1990,1990,2017,8,2017,Scientist (Open Rank),Scientific/Technical Staff,Green Bank Observatory,Other,/ad/6c4ef7a1,United States of America
1991,1991,2018,8,2018,Engineering Group Manager,Science Engineering,Large Binocular Telescope Observatory,Other,/ad/4c99822c,United States of America
1992,1992,2016,6,2016,Postdoctoral Position in Astrochemistry and Star/Planet Formation,Post-doctoral Positions and Fellowships,Max Planck Institute for Extraterrestrial Physics,Foreign,/ad/8aedd37a,Germany
1993,1993,2017,2,2016,Tenure and Tenure-track Faculty positions in Astronomy - University of Science and Technology of China,Faculty Positions (tenure and tenure-track),University of Science and Technology of China,Foreign,/ad/b91cc6a7,China
1994,1994,2017,11,2017,Support Scientist (686-500) (687-500),Post-doctoral Positions and Fellowships,Universities Space Research Association,Other,/ad/00e699dd,United States of America
1995,1995,2018,9,2018,Postdoctoral Researcher in Plasma Astrophysics,Post-doctoral Positions and Fellowships,University of Arizona,Large Academic,/ad/b55b203a,United States of America
1996,1996,2016,11,2016,Evolved Stars in Nearby Galaxies Postdoctoral Researcher,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,/ad/e2b70d56,United States of America
1997,1997,2018,4,2017,Assistant Director for Outreach and Education,Science Management,University of Texas at Austin-McDonald Observatory,Large Academic,/ad/e4d03162,United States of America
1998,1998,2016,10,2016,"Plasma Astrophysics, Computational Plasma Physics, and Protoplanetary Disk Postdocs",Post-doctoral Positions and Fellowships,Los Alamos National Laboratory,Research Laboratory,/ad/9450b8ee,United States of America
1999,1999,2016,9,2016,Carnegie Postdoctoral Fellowship in Astronomical Instrumentation,Post-doctoral Positions and Fellowships,The Observatories of the Carnegie Institution for Science,Research Laboratory,/ad/34a650b6,United States of America
2000,2000,2016,12,2016,Postdoctoral Position in Computational Astrophysics,Post-doctoral Positions and Fellowships,Australian National University,Large Academic,/ad/7683b9c0,Australia
2001,2001,2017,7,2017,SUBARU PRIME FOCUS SPECTROGRAPH/INSTRUMENTATION RESEARCH SPECIALIST â€“ ID#17218,Other,RCUH,Other,/ad/d3483b02,United States of America
2002,2002,2017,11,2017,Instructor of Physics and Astronomy,Faculty Positions (visiting and non-tenure),College of Charleston,Other,/ad/6cdca853,United States of America
2003,2003,2016,10,2016,Research Scientist / Observatory Support Scientist (Boston University),Scientific/Technical Staff,Boston University,Large Academic,/ad/eba936a5,United States of America
2004,2004,2016,9,2016,Carnegie-Princeton Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,Carnegie Institution for Science &amp; Princeton University,Small Academic,/ad/b457959a,United States of America
2005,2005,2018,8,2018,Call for applications to doctoral program 2019A in UST-KASI,Pre-doctoral/Graduate Positions,Korea Astronomy and Space Science Institute,Foreign,/ad/9e98ea5a,Korea (Republic of)
2006,2006,2016,10,2016,Post-doctoral researcher,Post-doctoral Positions and Fellowships,Max Planck Institute for Radio Astronomy,Other,/ad/186ec90d,Germany
2007,2007,2019,4,2018,Ph. D. position in astrochemistry and atmospheric chemistry,Pre-doctoral/Graduate Positions,Stockholm University,Large Academic,/ad/a852950d,Sweden
2008,2008,2017,9,2017,Director for Science,Scientific/Technical Staff,LSST Corporation,Other,/ad/856b4d52,United States of America
2009,2009,2017,3,2016,Assistant Professor (W1) of Astronomy and Astrophysics: High-Energy Astrophysics and Observational Extragalactic Gamma-Ray Astronomy,Faculty Positions (visiting and non-tenure),"Faculty for Physics and Astronomy, University of Wuerzburg",Foreign,/ad/93e155a9,Germany
2010,2010,2016,9,2016,Tenure-track Associate Professor/Assistant Professor in Space Science,Faculty Positions (tenure and tenure-track),The University of Hong Kong,Large Academic,/ad/7c282756,China
2011,2011,2018,10,2018,"Postdoctoral Position at the Infrared/ Submillimeter Group, Max Planck Institute for Extraterrestrial Physics, Garching",Post-doctoral Positions and Fellowships,Max Planck Institute for Extraterrestrial Physics,Large Academic,/ad/9c646c11,Germany
2012,2012,2018,9,2018,Deputy Division Heads- Science Operations &amp; Data Management- #02910,Science Engineering,Space Telescope Science Institute,Other,/ad/75ecda98,United States of America
2013,2013,2017,8,2017,Data Management Scientist,Scientific/Technical Staff,AURA/LSST,Other,/ad/f7a955bb,United States of America
2014,2014,2017,11,2017,Telescope Operations Specialist,Scientific/Technical Staff,New Mexico State University,Large Academic,/ad/bb55b431,United States of America
2015,2015,2017,10,2017,Solicitation Specialist,Post-doctoral Positions and Fellowships,Global Science &amp; Technology,Industry,/ad/bb1adf87,United States of America
2016,2016,2017,6,2017,"Software Engineers, HPC Applications for Scientific Data Centres",Scientific/Technical Staff,"ASTRON, the Netherlands Institute for Radio Astronomy",Foreign,/ad/9b21ffa8,Netherlands
2017,2017,2017,5,2016,Postdoctoral Fellow Fast Radio Bursts - Laureate Fellowship Position,Post-doctoral Positions and Fellowships,Swinburne University of Technology,Foreign,/ad/fef5419e,Australia
2018,2018,2016,11,2016,"14 PhD positions across Europe in astronomy and computer science, to work on galaxy evolution and big data  (SUNDIAL EU ITN Network). ",Pre-doctoral/Graduate Positions,Univ. Groningen; Birmingham; Gent; Oulu; Naples; Heidelberg; IAC; INAF; ESIEE,Foreign,/ad/0f1a9573,Netherlands
2019,2019,2016,10,2016,Postdoctoral Position in Galactic (Sub)millimeter Astronomy,Post-doctoral Positions and Fellowships,Max Planck Institute for Radio Astronomy,Research Laboratory,/ad/7a6e1a76,Germany
2020,2020,2018,10,2018,Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,Green Bank Observatory,Other,/ad/d4a41857,United States of America
2021,2021,2019,2,2018,PhD in X-ray Astrophysics,Pre-doctoral/Graduate Positions,SRON Netherlands Institute for Space Research,Research Laboratory,/ad/0021064b,Netherlands
2022,2022,2017,2,2016,John N. Bahcall Public Policy Fellowship,Post-doctoral Positions and Fellowships,American Astronomical Society,Other,/ad/1a601f50,United States of America
2023,2023,2016,10,2016,Chamberlain Fellow - 82730,Post-doctoral Positions and Fellowships,Lawrence Berkeley National Laboratory,Research Laboratory,/ad/238fa0d1,United States of America
2024,2024,2016,10,2016,Faculty Positions in Astrophysics at Shanghai Astronomical Observatory,Faculty Positions (tenure and tenure-track),Shanghai Astronomical Observatory,Foreign,/ad/a799a9ca,China
2025,2025,2018,1,2017,MINERVA-Australis Research Fellow in Exoplanetary Science,Post-doctoral Positions and Fellowships,University of Southern Queensland,Large Academic,/ad/2807f2c7,Australia
2026,2026,2018,3,2017,ALMA Regional Centre Scientist,Other,European Southern Observatory,Other,/ad/a9c3a46d,Germany
2027,2027,2017,1,2016,Postdoctoral Research Associate,Post-doctoral Positions and Fellowships,University of Illinois,Large Academic,/ad/f81c3eef,United States of America
2028,2028,2017,7,2017,"Postdoctoral Positions for High Energy Astrophysics at UNIST, Korea",Post-doctoral Positions and Fellowships,UNIST (Ulsan National Institute of Science and Technology),Large Academic,/ad/2a71f9f0,Korea (Republic of)
2029,2029,2016,12,2016,Two ALMA postdoctoral positions in Taiwan,Post-doctoral Positions and Fellowships,UCAT,Small Academic,/ad/4be2315a,Taiwan
2030,2030,2017,11,2017,Postdoc Positions in High-Energy Astrophysics,Post-doctoral Positions and Fellowships,Max Planck Institute for Extraterrestrial Physics,Foreign,/ad/fc53f7f8,Germany
2031,2031,2019,3,2018,Postdoctoral position in Galactic Archaeology in the Gaia era,Post-doctoral Positions and Fellowships,University of Groningen,Large Academic,/ad/440da767,Netherlands
2032,2032,2017,3,2016,Postdoctoral and PhD positions in planet formation,Post-doctoral Positions and Fellowships,LMU Munich,Large Academic,/ad/251a08de,Germany
2033,2033,2017,11,2017,Postdoctoral researcher in Protoplanetary Disk Research,Post-doctoral Positions and Fellowships,University of Amsterdam,Large Academic,/ad/88e3290e,Netherlands
2034,2034,2017,7,2017,Postdoctoral position in the field of stellar astrophysics,Post-doctoral Positions and Fellowships,Nicolaus Copernicus Astronomical Center,Research Laboratory,/ad/788538b7,Poland
2035,2035,2018,9,2018,"LCTP/MIRA Theoretical Cosmology Fellow, University of Michigan",Post-doctoral Positions and Fellowships,University of Michigan,Large Academic,/ad/318cd36c,United States of America
2036,2036,2018,9,2018,Postdoctoral Position in Radio and Extragalactic Astronomy,Post-doctoral Positions and Fellowships,Leiden University,Large Academic,/ad/ac468c9e,Netherlands
2037,2037,2016,11,2016,Tenure Track Position in Astrophysics -- University of Notre Dame,Faculty Positions (tenure and tenure-track),University of Notre Dame,Large Academic,/ad/6ee0ba5b,United States of America
2038,2038,2019,1,2018,Open Rank/Tenure Track Faculty in Physics and Optical Engineering for 2019-2020 -Astronomy,Faculty Positions (tenure and tenure-track),Rose-Hulman Institute of Technology,Other,/ad/1a71a69d,United States of America
2039,2039,2018,10,2018,Faculty Position (Observatory Support),Faculty Positions (tenure and tenure-track),National Centre for Radio Astrophysics,Large Academic,/ad/602622c4,India
2040,2040,2017,12,2017,ORNL Postdoctoral Research Associate in Computational Astrophysics,Post-doctoral Positions and Fellowships,Oak Ridge National Laboratory,Research Laboratory,/ad/279fd70b,United States of America
2041,2041,2018,8,2018,Postdoctoral Research Scientist in Experimental Planetary Science,Post-doctoral Positions and Fellowships,Columbia University,Large Academic,/ad/fda7bf1d,United States of America
2042,2042,2018,11,2018,"Lecturer in Physics and Astronomy, University of Wyoming",Faculty Positions (visiting and non-tenure),University of Wyoming,Large Academic,/ad/3bff16d2,United States of America
2043,2043,2018,7,2018,One Postdoctoral Contract EUCLID 2018,Post-doctoral Positions and Fellowships,INSTITUTO DE ASTROFÃçSICA DE CANARIAS,Government Agency,/ad/a480c76e,Spain
2044,2044,2018,12,2018,Cosmology and Large Scale Structure,Post-doctoral Positions and Fellowships,Institut d'Astrophysique Spatiale,Foreign,/ad/413237cd,France
2045,2045,2018,11,2018,Research Associate - The Jim Buckee Fellowship in Astrophysics,Post-doctoral Positions and Fellowships,ICRAR - University of Western Australia,Large Academic,/ad/5f5153f4,Australia
2046,2046,2017,12,2017,Postdoctoral position in Evolved Stars research,Post-doctoral Positions and Fellowships,Chalmers University of Technology,Large Academic,/ad/9a295bbb,Sweden
2047,2047,2019,3,2018,Radio Telescope Specialist Engineer,Science Engineering,Square Kilometre Array Organisation,Other,/ad/2e6c4187,United Kingdom of Great Britain and Northern Ireland
2048,2048,2018,10,2018,Postdoc in Transient Astrophysics,Post-doctoral Positions and Fellowships,National Danish Space Institute at the Technical University of Denmark,Large Academic,/ad/881cb83e,Denmark
2049,2049,2016,11,2016,Database Architect,Scientific/Technical Staff,AURA/NOAO,Other,/ad/e7874dc4,United States of America
2050,2050,2017,10,2017,Postdoctoral Position in Theoretical Astrophysics,Post-doctoral Positions and Fellowships,The Johns Hopkins University,Large Academic,/ad/d3e06754,United States of America
2051,2051,2016,11,2016,Postdoctoral Research Associate I,Post-doctoral Positions and Fellowships,University of Arizona/Steward Observatory,Other,/ad/b2ecfde8,United States of America
2052,2052,2018,3,2017,Postdoctoral positions in AGN studies with ALMA and H-Alpha Surveys with DECam,Post-doctoral Positions and Fellowships,Pontificia Universidad Catolica and Peking University,Foreign,/ad/399ee391,Chile
2053,2053,2016,11,2016,"Flatiron Group Leader, CCA",Science Management,Simons Foundation,Research Laboratory,/ad/e5eda34e,United States of America
2054,2054,2016,10,2016,Postdoctoral Position in Extragalactic Astrophysics,Post-doctoral Positions and Fellowships,University of Toledo,Large Academic,/ad/42b6c418,United States of America
2055,2055,2018,8,2018,"NASA Postdoctoral Program - Application Deadline November 1, 2018",Post-doctoral Positions and Fellowships,NASA / Universities Space Research Assocaition,Other,/ad/4baadcd3,United States of America
2056,2056,2017,6,2017,Postdoctoral Positions in Galactic Archaeology at Shanghai Observatory,Post-doctoral Positions and Fellowships,Shanghai Astronomical Observatory,Foreign,/ad/7e5cfb6e,China
2057,2057,2017,12,2017,Extreme imaging of galactic high-mass stars,Post-doctoral Positions and Fellowships,KU Leuven,Large Academic,/ad/b4c8bad9,Belgium
2058,2058,2017,6,2017,Postdoctoral Fellowships at Universidad Diego Portales,Post-doctoral Positions and Fellowships,Universidad Diego Portales,Foreign,/ad/a4724f9f,Chile
2059,2059,2017,5,2016,Senior Research Engineer/Research Scientist/Research Engineer,Science Engineering,Southwest Research Institute,Research Laboratory,/ad/45646dd5,United States of America
2060,2060,2017,2,2016,VISIONS post-doctoral position (6 years) ,Post-doctoral Positions and Fellowships,University of Vienna,Large Academic,/ad/51a843f3,Austria
2061,2061,2017,6,2017,NOAO Program Manager,Science Management,AURA/NOAO,Other,/ad/bfcbd5c4,United States of America
2062,2062,2017,10,2017,Postdoctoral Researcher in Galaxy Evolution at The University of Texas at Austin,Post-doctoral Positions and Fellowships,The University of Texas at Austin,Large Academic,/ad/1d6c0ab9,United States of America
