,i,year,month,acyear,title,category,inst,instclass,url,country
2475,2475,2022,2,2021,ERC based  position on stellar astrophysics and distance scale at CAMK,Post-doctoral Positions and Fellowships,Nicolaus Copernicus Astronomical Centre of the Polish Academy of Sciences,Small Academic,/ad/6d63dc37,Poland
2476,2476,2020,9,2020,Tenure-track and tenured faculty positions in astrophysics,Faculty Positions (tenure and tenure-track),Tsinghua University,Large Academic,/ad/6819cb25,China
2477,2477,2021,7,2021,PhD positions in astrophysics,Pre-doctoral/Graduate Positions,The Nicolaus Copernicus Astronomical Center,Small Academic,/ad/7af7fa14,Poland
2478,2478,2019,10,2019,KIAA-SHAO Joint Fellowships,Post-doctoral Positions and Fellowships,Peking University,Large Academic,/ad/1099b185,China
2479,2479,2019,12,2019,Postdoctoral position on stellar clusters,Post-doctoral Positions and Fellowships,University of Exeter,Large Academic,/ad/c3126a29,United Kingdom of Great Britain and Northern Ireland
2480,2480,2019,8,2019,Postdoctoral Researcher in Extragalactic Astrophysics,Post-doctoral Positions and Fellowships,Stockholm University,Large Academic,/ad/58295732,Sweden
2481,2481,2020,2,2019,Scientist or Engineer - Radar Systems,Scientific/Technical Staff,Green Bank Observatory/NRAO,Research Laboratory,/ad/5d32d350,United States of America
2482,2482,2021,9,2021,University of Tennessee - Asst Professor Astrophysics,Faculty Positions (tenure and tenure-track),University Tennessee-Knoxville,Large Academic,/ad/a1f90980,United States of America
2483,2483,2020,3,2019,Postdoctoral Scholar,Post-doctoral Positions and Fellowships,The Ohio State University,Large Academic,/ad/7a96d87b,United States of America
2484,2484,2021,12,2021,Research Associate/Research Assistant in Computing for Radio Astronomy,Other,University of Cambridge,Large Academic,/ad/cdff576f,United Kingdom of Great Britain and Northern Ireland
2485,2485,2022,7,2022,Postdoctoral research position on gravitational-wave and stellar astrophysics,Post-doctoral Positions and Fellowships,University of Geneva,Large Academic,/ad/d0e71991,Switzerland
2486,2486,2019,6,2019,"Postdoctoral positions at Tel-Aviv University: explosive transients, jets, compact binaries, chemical evolution",Post-doctoral Positions and Fellowships,Tel Aviv University,Large Academic,/ad/a9d52c6e,Israel
2487,2487,2021,11,2021,Postdoctoral position in Exoplanet Atmospheres at the University of Amsterdam (Netherlands),Post-doctoral Positions and Fellowships,University of Amsterdam (UvA),Large Academic,/ad/85bfc0b2,Netherlands
2488,2488,2019,12,2019,Astronomer - AER00036E/P,Science Engineering,Jacobs,Industry,/ad/f7481003,United States of America
2489,2489,2020,2,2019,Support Astronomer,Other,Lowell Observatory,Research Laboratory,/ad/c222ffd6,United States of America
2490,2490,2019,11,2019,Associate / Full Professor in Physics,Faculty Positions (tenure and tenure-track),"California State University, Los Angeles",Large Academic,/ad/2f800086,United States of America
2491,2491,2022,2,2021,"Postdoctoral Fellow at the Institute for Astronomy (Pukalani, Maui, Hawai‘i) – Coronal Magnetic Field Modeling and DKIST Observations - ID# 222138 ",Post-doctoral Positions and Fellowships,Institute for Astronomy,Government Agency,/ad/60fe77d4,United States of America
2492,2492,2021,12,2021,Lead Project Manager,Science Management,California Institute of Technology,Large Academic,/ad/bca97aec,United States of America
2493,2493,2019,12,2019,PhD student in Gravitational Waves from the Early Turbulent Universe,Pre-doctoral/Graduate Positions,"Nordita, the Nordic Institute for Theoretical Physics",Small Academic,/ad/a2338b48,Sweden
2494,2494,2020,7,2020,Post-Doctoral Research in Gas Flows in Active Galactic Nuclei- #0049583,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,/ad/0f90bb97,United States of America
2495,2495,2022,7,2022,PhD positions (f/m/d),Pre-doctoral/Graduate Positions,Georg-August-Universität Göttingen,Large Academic,/ad/76160347,Germany
2496,2496,2020,11,2020,"Faculty Positions in Observation, Theory, or Instrumentation",Faculty Positions (tenure and tenure-track),ASIAA (Academia Sinica Institute of Astronomy and Astrophysics),Government Agency,/ad/0d4f62cf,Taiwan
2497,2497,2020,8,2020,Subaru Night Operation Assistant – ID# 220379,Scientific/Technical Staff,Research Corporation of the University of Hawaii,Other,/ad/cbae790c,United States of America
2498,2498,2020,3,2019,Systems Engineer/ Project Manager,Other,AURA,Other,/ad/5f83a0fd,United States of America
2499,2499,2019,10,2019,Postdoctoral Fellowships in Astrophysics at McGill University,Post-doctoral Positions and Fellowships,McGill University,Large Academic,/ad/e76e9c5c,Canada
2500,2500,2021,12,2021,Assistant Professor (tenure track) in Observational Astronomy,Faculty Positions (tenure and tenure-track),Stony Brook University,Large Academic,/ad/19d45ec8,United States of America
2501,2501,2021,11,2021,Data Scientist/Scientific Software Developer - Institute for Data Intensive Engineering and Science (IDIES),Scientific/Technical Staff,Johns Hopkins University,Large Academic,/ad/9d2fc852,United States of America
2502,2502,2019,9,2019,Kavli Senior Fellow (Fixed Term),Post-doctoral Positions and Fellowships,University of Cambridge,Foreign,/ad/3a9783ad,United Kingdom of Great Britain and Northern Ireland
2503,2503,2020,12,2020,"Recruitment for Postdoctoral Scholar Positions in ISM Group, NAOC",Post-doctoral Positions and Fellowships,"National Astronomical Observatories, Chinese Academy of Sciences",Large Academic,/ad/7a4d5581,China
2504,2504,2020,12,2020,Galaxy Evolution with JWST Guaranteed Time Observations,Post-doctoral Positions and Fellowships,Saint Mary's University,Foreign,/ad/e3f70217,Canada
2505,2505,2021,7,2021,Full Time Faculty Position in Instrumentation,Faculty Positions (tenure and tenure-track),Universidad de Chile,Other,/ad/1bdc2e62,Chile
2506,2506,2021,9,2021,Postdoctoral position in observational cosmology,Post-doctoral Positions and Fellowships,Boise State University,Large Academic,/ad/8fa7f475,United States of America
2507,2507,2021,10,2021,ERC-funded postdoctoral position in data analysis for the WEAVE survey ,Post-doctoral Positions and Fellowships,Università degli Studi di Milano-Bicocca,Large Academic,/ad/c3fd8d23,Italy
2508,2508,2021,6,2021,Research Astrophysicist,Scientific/Technical Staff,NASA Goddard Space Flight Center,Government Agency,/ad/a54b3673,United States of America
2509,2509,2022,2,2021,Data Scientist,Other,GMTO Corporation,Other,/ad/e133b647,United States of America
2510,2510,2020,8,2020,Postdoctoral Position in Pulsar Searching and ,Post-doctoral Positions and Fellowships,University of Wisconsin-Milwaukee,Large Academic,/ad/a56103b5,United States of America
2511,2511,2021,12,2021,Postdoctoral Position in Astronomy,Post-doctoral Positions and Fellowships,Vassar College,Large Academic,/ad/1b555bf0,United States of America
2512,2512,2020,1,2019,Research Scientist in galaxy evolution studies through (sub)millimeter observations,Post-doctoral Positions and Fellowships,Bonn University,Foreign,/ad/d3408a08,Germany
2513,2513,2020,9,2020,Carnegie Theoretical Astrophysics Center Fellowship ,Post-doctoral Positions and Fellowships,Carnegie Observatories,Small Academic,/ad/5bf15bbe,United States of America
2514,2514,2020,2,2019,Postdoctoral Research Associate position in modeling exoplanets plasma environment and star-planet interaction,Post-doctoral Positions and Fellowships,University of Massachusetts Lowell,Large Academic,/ad/b969d891,United States of America
2515,2515,2021,2,2020,KIAA Postdoctoral Position for Research on AGN Host Galaxies,Post-doctoral Positions and Fellowships,Peking University,Large Academic,/ad/cde9770b,China
2516,2516,2021,2,2020,One postdoctoral contract GAIA 2021 (PS-2021-004),Post-doctoral Positions and Fellowships,Instituto de Astrofísica de Canarias,Government Agency,/ad/17e4042f,Spain
2517,2517,2021,9,2021,ESA Research Fellowships in Space Science,Post-doctoral Positions and Fellowships,The European Space Agency (ESA),Foreign,/ad/9603c9db,Netherlands
2518,2518,2020,2,2019,Real Time Software Engineer (Developer),Other,AURA,Other,/ad/25804e57,Chile
2519,2519,2019,8,2019,Optical Interferometry Staff Positions at the US Naval Research Laboratory,Scientific/Technical Staff,US Naval Research Laboratory,Research Laboratory,/ad/4ad7d887,United States of America
2520,2520,2021,10,2021,Tsinghua Astrophysics Outstanding (TAO) Fellow,Post-doctoral Positions and Fellowships,Tsinghua University,Large Academic,/ad/c6050f09,China
2521,2521,2021,11,2021,Bart J. Bok Fellowship in Astronomy and Astrophysics,Post-doctoral Positions and Fellowships,University of Arizona,Large Academic,/ad/24290a5d,United States of America
2522,2522,2021,11,2021,Postdoctoral Fellowship in Black Hole Astrophysics,Post-doctoral Positions and Fellowships,University of Haifa,Large Academic,/ad/9c0019aa,Israel
2523,2523,2021,5,2020,Research staff and group manager,Science Management,University of Montreal,Large Academic,/ad/279b6c5f,Canada
2524,2524,2020,3,2019,2020 Faculty Positions in Korea Astronomy and Space Science Institute (KASI) ,Faculty Positions (tenure and tenure-track),Korea Astronomy and Space Science Institute (KASI),Foreign,/ad/f4f57f33,Korea (Republic of)
2525,2525,2019,9,2019,Postdoctoral Fellowship in Astronomy and Planetary Science,Post-doctoral Positions and Fellowships,Carnegie Institution for Science,Other,/ad/618ce45c,United States of America
2526,2526,2021,9,2021,Assistant Professor - Physics Education Research,Faculty Positions (tenure and tenure-track),Western Washington University,Small Academic,/ad/98e7076f,United States of America
2527,2527,2021,3,2020,"Visiting Faculty, Physics",Faculty Positions (visiting and non-tenure),University of St. Thomas,Small Academic,/ad/2d7f5466,United States of America
2528,2528,2020,12,2020,Research fellow in transient/multi-messenger astronomy,Post-doctoral Positions and Fellowships,University of Birmingham,Large Academic,/ad/55f96649,United Kingdom of Great Britain and Northern Ireland
2529,2529,2020,3,2019,"Research Analyst (Pre-Doctoral Program), Center for Computational Astrophysics",Pre-doctoral/Graduate Positions,Flatiron Institute/Simons Foundation,Other,/ad/da7e40fa,United States of America
2530,2530,2021,1,2020,Postdoctoral positions in Stellar Physics and Asteroseismology,Post-doctoral Positions and Fellowships,Czech Academy of Sciences,Large Academic,/ad/54e226f5,Czech Republic
2531,2531,2021,3,2020,Postdoctoral Position in High-Contrast Imaging,Post-doctoral Positions and Fellowships,University of Liège,Large Academic,/ad/56f37b23,Belgium
2532,2532,2020,12,2020,Postdoctoral positions in the ERC Funded Project “DarkQuest”,Post-doctoral Positions and Fellowships,Max Planck Institute for Extraterrestrial Physics,Foreign,/ad/95e0a179,Germany
2533,2533,2019,11,2019,Junior Quantitative Researcher - Machine Learning,Other,Akuna Capital,Industry,/ad/8c19ae95,Australia
2534,2534,2020,6,2020,2020-2nd Faculty Positions in Korea Astronomy and Space Science Institute (KASI) ,Faculty Positions (tenure and tenure-track),Korea Astronomy and Space Science Institute (KASI),Foreign,/ad/01615d52,Korea (Democratic People's Republic of)
2535,2535,2021,8,2021,Postdoctoral position in Astronomical Instrumentation for the Subaru GLAO project,Post-doctoral Positions and Fellowships,National Astronomical Observatory of Japan,Other,/ad/cbf42ec9,United States of America
2536,2536,2021,1,2020,Postdoctoral position in Cosmology,Post-doctoral Positions and Fellowships,Centre de Physique des Particules de Marseille / AMU-CNRS,Research Laboratory,/ad/11b4a9ed,France
2537,2537,2019,9,2019,Postdoctoral fellowship in The Center for Astrophysics and Planetary Science at the Hebrew University of Jerusalem ,Post-doctoral Positions and Fellowships,The Hebrew University of Jerusalem,Foreign,/ad/fc2303cf,Israel
2538,2538,2021,9,2021,"Faculty Position(s) at the Institute of Astrophysics (IA), Pontificia Universidad Católica de Chile (PUC)",Faculty Positions (tenure and tenure-track),Pontificia Universidad Catolica de Chile,Foreign,/ad/3a87485f,Chile
2539,2539,2022,7,2022,"PhD Opportunities in Astronomy &amp; Radio Astronomy Engineering at the International Centre for Radio Astronomy Research (ICRAR), Curtin University node",Pre-doctoral/Graduate Positions,Curtin University,Large Academic,/ad/c22d30fd,Australia
2540,2540,2021,12,2021,Assistant Professor of Aerospace Engineering,Faculty Positions (tenure and tenure-track),The University of Oklahoma,Large Academic,/ad/60161d01,United States of America
2541,2541,2020,6,2020,"Instrument Scientist, Astronomy",Science Engineering,SOFIA / Universities Space Research Association,Other,/ad/d90646d8,United States of America
2542,2542,2020,9,2020,"Director’s Research Fellow, Astrophysics",Post-doctoral Positions and Fellowships,Swinburne University of Technology,Large Academic,/ad/fcf2960a,Australia
2543,2543,2020,4,2019,IT Specialist,Scientific/Technical Staff,Smithsonian Astrophysical Observatory,Government Agency,/ad/09f32410,United States of America
2544,2544,2022,2,2021,Postdoctoral Position on the Observational Studies of Exoplanetary Atmospheres,Post-doctoral Positions and Fellowships,Jet Propulsion Laboratory/NASA,Research Laboratory,/ad/4ebc4a49,United States of America
2545,2545,2019,12,2019,Post-doctoral Positions,Post-doctoral Positions and Fellowships,Wuhan University,Small Academic,/ad/74d54118,China
2546,2546,2019,12,2019,Oort Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,Leiden University,Large Academic,/ad/24a86c94,Netherlands
2547,2547,2021,11,2021,Research Associate in Engineering,Science Engineering,The Chinese University of Hong Kong,Large Academic,/ad/c0bf09fe,China
2548,2548,2019,11,2019,"Postdoc position in gravitational dynamics, from Black Holes, Stars to Exoplanets",Post-doctoral Positions and Fellowships,UCLA,Large Academic,/ad/cae3b40f,United States of America
2549,2549,2019,12,2019,Postdoctoral Research Position in galaxy formation and cosmology,Post-doctoral Positions and Fellowships,"National Astronomical Observatories, Chinese Academy of Sciences",Large Academic,/ad/47e8a3f6,China
2550,2550,2020,9,2020,Postdoctoral Scholar in Rapid Response Transient Astronomy with Swift,Post-doctoral Positions and Fellowships,Penn State University,Large Academic,/ad/80904396,United States of America
2551,2551,2022,3,2021,PhD position in optical studies of binary millisecond pulsars,Pre-doctoral/Graduate Positions,NTNU,Other,/ad/8ad25949,Norway
2552,2552,2019,10,2019,Eberly Research Fellows at Penn State University,Post-doctoral Positions and Fellowships,Penn State University,Large Academic,/ad/2ba9585a,United States of America
