,i,year,month,acyear,title,category,inst,instclass,url,country,postalcode
3112,3112,2021,10,2021,Tenure-track Assistant Professor - Experimental Space Physics ,Faculty Positions (tenure and tenure-track),University of Minnesota,Large Academic,/ad/2e654119,United States of America,55455
3113,3113,2022,12,2022,Post-Doctoral Research in High-Energy Astrophysical Transients,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Large Academic,/ad/8b045e18,United States of America,21218
3114,3114,2022,11,2022,Post-doctoral Positions and Fellowships,Post-doctoral Positions and Fellowships,Inter-university centre for Astronomy and Astrophysics,Government Agency,/ad/19145cd1,India,411007
3115,3115,2020,2,2019,NOVA and ERC-funded Postdoctoral Research Position,Post-doctoral Positions and Fellowships,University of Groningen,Large Academic,/ad/cb8f34e3,Netherlands,
3116,3116,2020,9,2020,Assistant Professor - Department of Astronomy - Division of Mathematical and Physical Sciences - UC Berkeley,Faculty Positions (tenure and tenure-track),"University of California, Berkeley",Large Academic,/ad/4035540f,United States of America,94720
3117,3117,2022,10,2022,Research Scientist,Scientific/Technical Staff,California Institute of Technology,Large Academic,/ad/1e5bfc25,United States of America,91125
3118,3118,2019,8,2019,Assistant Professor - Geophysical Sciences,Faculty Positions (tenure and tenure-track),The University of Chicago,Large Academic,/ad/78d7823b,United States of America,
3119,3119,2019,11,2019,SCExAO Postdoctoral Research Fellow – ID# 19573,Post-doctoral Positions and Fellowships,Research Corporation of the University of Hawaii,Other,/ad/f8c15110,United States of America,96848
3120,3120,2021,10,2021,M2FINDERS-1 Two postdoctoral positions in radio astronomy (MPIfR in Bonn/Germany),Post-doctoral Positions and Fellowships,Max Planck Institute for Radio Astronomy,Research Laboratory,/ad/fa3d1c05,Germany,53121
3121,3121,2019,8,2019,Director for Science Support and Research,Science Management,National Radio Astronomy Observatory,Research Laboratory,/ad/9bd95de0,United States of America,22903
3122,3122,2022,12,2022,Four postdoctoral positions at the University of Nottingham,Post-doctoral Positions and Fellowships,University of Nottinghanm,Large Academic,/ad/b3621303,United Kingdom of Great Britain and Northern Ireland,NG7 2RD
3123,3123,2022,5,2021,Assistant Professor of Physics and Astronomy,Faculty Positions (visiting and non-tenure),University of Hawaii at Hilo,Small Academic,/ad/d5b6d609,United States of America,96720
3124,3124,2022,2,2021,Postdoctoral Position on the Observational Studies of Exoplanetary Atmospheres,Post-doctoral Positions and Fellowships,Jet Propulsion Laboratory/NASA,Research Laboratory,/ad/4ebc4a49,United States of America,91109
3125,3125,2019,6,2019,2 postdoctoral research positions in observational cosmology,Post-doctoral Positions and Fellowships,Queen Mary University of London,Large Academic,/ad/eae6b49e,United Kingdom of Great Britain and Northern Ireland,E1 4NS
3126,3126,2021,12,2021,Full-Time Leave Replacement Faculty Positions in the Departments of Physics and Astronomy - 2022-23,Faculty Positions (visiting and non-tenure),Haverford College,Small Academic,/ad/57544a9d,United States of America,19041
3127,3127,2021,3,2020,Instrument scientists and PhD students for the development of a satellite camera,Pre-doctoral/Graduate Positions,Deutsches Elektronen-Synchrotron DESY,Government Agency,/ad/3bd6208f,Germany,
3128,3128,2021,4,2020,Postdoctoral Researcher in Space Physics,Post-doctoral Positions and Fellowships,University of Arizona,Large Academic,/ad/3bde96c8,United States of America,
3129,3129,2023,1,2022,"Assistant Professor of Physics and Astronomy, Tenure Track",Faculty Positions (tenure and tenure-track),Grand Rapids Community College,Large Academic,/ad/98775e2d,United States of America,49503
3130,3130,2021,10,2021,Telescope Operator,Scientific/Technical Staff,California Institute of Technology,Large Academic,/ad/ab20b07d,United States of America,92060
3131,3131,2019,10,2019,PhD Program in Astronomy and Astrophysics at Leiden University,Pre-doctoral/Graduate Positions,Leiden University,Large Academic,/ad/a4447b6b,Netherlands,2300 RA
3132,3132,2019,11,2019,Associate / Full Professor in Physics,Faculty Positions (tenure and tenure-track),"California State University, Los Angeles",Large Academic,/ad/2f800086,United States of America,90032-4226
3133,3133,2020,10,2020,YCAA Prize Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,Yale University,Large Academic,/ad/65faee4a,United States of America,06511
3134,3134,2019,10,2019,Research Assistant/Associate in debris disks and extrasolar planets,Post-doctoral Positions and Fellowships,University of Cambridge,Foreign,/ad/a9348240,United Kingdom of Great Britain and Northern Ireland,
3135,3135,2019,9,2019,Technical Project Manager,Science Engineering,California Institute of Technology,Small Academic,/ad/4110ba32,United States of America,91125
3136,3136,2019,9,2019,Assistant Professor - Department of Physics,Faculty Positions (tenure and tenure-track),Northeastern University,Large Academic,/ad/18485567,United States of America,02120
3137,3137,2022,11,2022,Postdoctoral Fellowships in Theoretical and Gravitational Wave Astrophysics,Post-doctoral Positions and Fellowships,Niels Bohr International Academy,Foreign,/ad/2039ce95,Denmark,2100
3138,3138,2020,3,2019,Arecibo Science Manager,Science Management,University of Central Florida,Other,/ad/795b73f8,United States of America,32826
3139,3139,2022,11,2022,CATA Postdoctoral Fellow for spectroscopic studies of SMBHs and hosts,Post-doctoral Positions and Fellowships,"Center for Astrophysics and Associated Technologies, CATA",Large Academic,/ad/33fddc8f,Chile,
3140,3140,2021,2,2020,Visiting Assistant Professor,Faculty Positions (visiting and non-tenure),"California State University, Chico",Large Academic,/ad/4d761708,United States of America,95929
3141,3141,2022,8,2022,Postdoctoral Research Scientist position in solar physics,Post-doctoral Positions and Fellowships,Columbia University,Large Academic,/ad/ef4bce33,United States of America,10027
3142,3142,2022,9,2022,James Arthur Postdoctoral Fellowship – Focus on Astrophysics &amp; Cosmology,Post-doctoral Positions and Fellowships,New York University,Large Academic,/ad/04a26be0,United States of America,10003
3143,3143,2019,8,2019,Senior Software Engineer- Microservices - #0035997,Science Engineering,Space Telescope Science Institute,Other,/ad/00ff3e9c,United States of America,21218
3144,3144,2022,1,2021,Postdoctoral fellowship at LPC in the context of LSST Time domain upcoming data,Post-doctoral Positions and Fellowships,LPC Université Clermont Auvergne,Foreign,/ad/0d43ef5e,France,63177
3145,3145,2021,6,2021,Postdoctoral Scholar – Department of Astronomy,Post-doctoral Positions and Fellowships,"University of California, Berkeley",Large Academic,/ad/05983b43,United States of America,
3146,3146,2021,5,2020,Opto-Mechanical Engineer - Navy Precision Optical Interferometer,Science Engineering,Lowell Observatory,Research Laboratory,/ad/47b89995,United States of America,86001
3147,3147,2022,9,2022,Two Faculty positions at the Universidad de La Serena,Faculty Positions (tenure and tenure-track),Universidad de La Serena,Large Academic,/ad/5858b178,Chile,
3148,3148,2022,11,2022,Kitt Peak Visitor Center Operations Manager,Science Management,AURA/NOIRLab,Other,/ad/2cb981dc,United States of America,
3149,3149,2021,6,2021,Lecturer - Space Situational Awareness (SSA),Post-doctoral Positions and Fellowships,Curtin University,Large Academic,/ad/c63970e5,Australia,
3150,3150,2020,5,2019,Postdoctoral Positions in Astrophysics,Post-doctoral Positions and Fellowships,"Instituto de Astronomía, UNAM",Large Academic,/ad/686b8b8c,Mexico,04510
3151,3151,2019,8,2019,M1 Control System Technical Project Manager,Science Engineering,Thirty Meter Telescope,Other,/ad/3a40b963,United States of America,
3152,3152,2021,2,2020,PhD position: Globular cluster escapee stars with WEAVE and Gaia,Pre-doctoral/Graduate Positions,Radboud University,Large Academic,/ad/b8f4658c,Netherlands,
3153,3153,2019,6,2019,"Principal Engineer, Electrical (Multiple Positions)",Science Engineering,University of Arizona,Large Academic,/ad/3cc0c74a,United States of America,
3154,3154,2022,9,2022,Fellowship and Postdoctoral Research Positions in Observational and Theoretical Cosmology and Extragalactic Astronomy and Planetary Science,Post-doctoral Positions and Fellowships,Durham University,Foreign,/ad/5f964829,United Kingdom of Great Britain and Northern Ireland,DH1 3LE
3155,3155,2019,11,2019,Database Software Developer,Science Engineering,Max Planck Institute for Solar System Research,Foreign,/ad/ea1ebb2a,Germany,
3156,3156,2021,2,2020,M1 Control System Technical Project Manager,Science Engineering,"TMT International Observatory, LLC",Other,/ad/822b9383,United States of America,
3157,3157,2019,6,2019,Systems Engineer - Project Office,Science Engineering,Canada-France-Hawaii Telescope Corporation,Research Laboratory,/ad/bd76109d,United States of America,96743
3158,3158,2019,9,2019,Adaptive Optics Program Deputy Lead,Other,W. M. Keck Observatory,Other,/ad/dc406792,United States of America,
3159,3159,2019,9,2019,Assistant Professor in Theoretical Astrophysics at the University of Florida ,Faculty Positions (tenure and tenure-track),University of Florida,Large Academic,/ad/5783ab81,United States of America,32611-8440
3160,3160,2021,6,2021,Director of the Laboratory of Plasma Studies-Senior Faculty Position,Faculty Positions (tenure and tenure-track),Cornell University,Large Academic,/ad/28b1ff67,United States of America,14853
3161,3161,2019,9,2019,"Flatiron Research Fellow, Center for Computational Astrophysics",Post-doctoral Positions and Fellowships,Flatiron Institute at Simons Foundation,Other,/ad/cba4e077,United States of America,
3162,3162,2022,5,2021,Multiple Postdoctoral Associate Positions in Supernovae and Time Domain Research,Post-doctoral Positions and Fellowships,Virginia Polytechnic Institute and State University,Large Academic,/ad/3c4393c3,United States of America,24061
3163,3163,2022,2,2021,Postdoctoral Researcher in Astronomical Instrumentation,Post-doctoral Positions and Fellowships,California State University Northridge,Large Academic,/ad/c8c0d394,United States of America,91330-0001
3164,3164,2019,11,2019,Distinguished visitor fellowship,Other,Macquarie University,Foreign,/ad/f9704de3,Australia,NSW 2109
3165,3165,2021,8,2021,"Scientist, Astronomy (EXES Instrument)",Science Engineering,SOFIA / Universities Space Research Association,Other,/ad/bba7262a,United States of America,
3166,3166,2019,9,2019,"Science, Engineering, and Mathematics Fellowships Available for 2020–2021",Post-doctoral Positions and Fellowships,Radcliffe Institute for Advanced Study at Harvard University,Large Academic,/ad/f9b0efb2,United States of America,02138
3167,3167,2020,7,2020,Software Engineer - #0050876,Scientific/Technical Staff,Space Telescope Science Institute,Industry,/ad/528a8324,United States of America,21218
3168,3168,2021,9,2021,"ORIGINS Research Fellows (m/f/d)  in Astrophysics, Cosmology, Nuclear, Particle Physics or Biophysics",Post-doctoral Positions and Fellowships,"LMU München, TU München, MPA, MPE, MPPl MPIB, ESO, LRZ",Large Academic,/ad/8986b97f,Germany,85748
3169,3169,2021,4,2020,Telescope Systems Scientist (Research Scientist II),Science Engineering,Georgia State University,Government Agency,/ad/fe9335db,United States of America,91023
3170,3170,2019,9,2019,"ERC-funded postdoctoral positions in gravitational wave astrophysics at Università di Milano Bicocca, Italy",Post-doctoral Positions and Fellowships,University of Milan Bicocca,Foreign,/ad/9b4f9747,Italy,20100
3171,3171,2019,7,2019,Event Horizon Telescope Postdoctoral Fellowship at the Black Hole Initiative,Post-doctoral Positions and Fellowships,Harvard University: Black Hole Initiative,Large Academic,/ad/a1847ee7,United States of America,02138
3172,3172,2019,11,2019,Postdoctoral Research Fellow,Post-doctoral Positions and Fellowships,George Mason University,Large Academic,/ad/1ff0a33c,United States of America,20392
3173,3173,2022,9,2022,Postdoctoral Research Associate in Galactic Archaeology (Women Only),Post-doctoral Positions and Fellowships,University of Sydney,Large Academic,/ad/8649bb7e,Australia,2006
3174,3174,2020,12,2020,Post Doctoral Research Position in UV Experimental Astrophysics,Post-doctoral Positions and Fellowships,Caltech,Large Academic,/ad/0387faae,United States of America,91125
3175,3175,2020,12,2020,AtLAST Scientist ,Scientific/Technical Staff,"UK Astronomy Technology Centre, Edinburgh",Research Laboratory,/ad/b3cc90e1,United Kingdom of Great Britain and Northern Ireland,
3176,3176,2022,3,2021,Subaru Night Operation Assistant – Id# 222150,Scientific/Technical Staff,National Astronomical Observatory of Japan,Other,/ad/15980641,United States of America,
3177,3177,2020,2,2019,"Postdoctoral Fellowship Positions in Astronomy and Astrophysics at National Tsing Hua University, Taiwan",Post-doctoral Positions and Fellowships,National Tsing Hua University,Foreign,/ad/82c00905,Taiwan,
3178,3178,2019,11,2019,Postdoctoral Fellow in Extragalactic Astrophysics,Post-doctoral Positions and Fellowships,Australian National University,Foreign,/ad/c935a77f,Australia,
3179,3179,2020,10,2020,Postdoctoral Fellow in Cosmology and Astrophysics,Post-doctoral Positions and Fellowships,Northeastern University,Large Academic,/ad/9d21e7aa,United States of America,
3180,3180,2019,9,2019,"Assistant Professor (Tenure Track), Dept. of Physics &amp; Astronomy",Faculty Positions (tenure and tenure-track),Trent University,Small Academic,/ad/517e4ccf,Canada,K9L 0G2
3181,3181,2019,12,2019,"ERC-funded postdoc position in star formation at Konkoly Observatory, Budapest",Post-doctoral Positions and Fellowships,Research Centre for Astronomy and Earth Sciences,Foreign,/ad/67bd9963,Hungary,9400
3182,3182,2022,2,2021,Uranus/Neptune postdoc at Observatoire de Paris,Post-doctoral Positions and Fellowships,Observatoire de Paris,Government Agency,/ad/02b401e0,France,92195
3183,3183,2022,8,2022,Faculty Position in Astronomical Instrumentation Chile,Faculty Positions (tenure and tenure-track),Pontificia Universidad Catolica de Chile,Foreign,/ad/1d739827,Chile,
